kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,rata_rata_ketinggian_air,tanggal_kejadian,frekuensi_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Timur,PULOGADUNG,JATI,"rw 01, 11",2,2,0,0,35,"8, 25 februari",2,0,0,0,0,0,0,0,0
Jakarta Timur,PULOGADUNG,KAYU PUTIH,"rw 08, 09, 10, 11, 12, 13, 14, 15, 16",9,35,2761,8103,55,"8,23, 23  februari",3,0,0,0,0,975,4,0,0
Jakarta Timur,PULOGADUNG,PISANGAN TIMUR,"rw 04, 06, 12, 15",4,4,0,0,55,"8, 23  februari",2,0,0,0,0,0,0,0,0
Jakarta Timur,PULOGADUNG,PULOGADUNG,"rw 01, 02, 03,04, 05, 06, 08, 09",8,8,0,0,55,"8, 16, 23 februari",3,0,0,0,0,0,0,0,0
Jakarta Timur,PULOGADUNG,RAWAMANGUN,"rw 01, 02",2,2,0,0,30,"23, 25 februari",2,0,0,0,0,0,0,0,0
Jakarta Timur,PULOGADUNG,JATINEGARA KAUM,rw 05,1,2,0,0,40,"23, 25  februari",2,0,0,0,0,0,0,0,0
Jakarta Pusat,JOHAR BARU,JOHAR BARU,"RW 01, 02, 06, 08",4,4,35,140,20,tgl. 01 Januari,1,0,0,0,0,140,1,0,0
Jakarta Pusat,KEMAYORAN,GUNUNG SAHARI SELATAN,"RW 01, 02, 07, 08",4,4,0,0,40,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Pusat,KEMAYORAN,SERDANG,"RW 01, 02, 06, 07",4,4,0,0,20,tgl. 01 Januari,1,1,0,0,0,0,0,0,0
Jakarta Pusat,SAWAH BESAR,PASAR BARU,"RW 02, 03, 04, 05, 06, 07, 08",7,7,155,625,40,tgl. 01 Januari,1,0,0,0,0,625,5,0,0
Jakarta Pusat,TANAH ABANG,BENDUNGAN HILIR,"RW 07, 09",2,2,52,195,40,tgl. 01 Januari,1,0,0,0,0,195,6,0,0
Jakarta Pusat,TANAH ABANG,KARET TENGSIN,"RW 02, 03, 04, 05, 06, 07, 09, 11",8,31,535,2078,110,tgl. 01 Januari,1,0,0,0,0,2078,8,0,0
Jakarta Pusat,TANAH ABANG,PETAMBURAN,"RW 02, 03",2,2,0,0,50,tgl. 18 Januari,1,1,0,0,0,0,0,0,0
Jakarta Utara,CILINCING,CILINCING,"RW 05, 06, 09",3,21,280,1121,23,tgl. 01 Januari,1,0,0,0,0,1121,14,0,0
Jakarta Utara,CILINCING,MARUNDA,RW 04,1,1,0,0,20,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Utara,CILINCING,ROROTAN,"RW 01, 02, 03, 04, 05",5,5,36,150,55,"tgl. 01, 24 Januari",2,1,0,0,0,338,3,0,0
Jakarta Utara,CILINCING,SEMPER BARAT,"RW 01, 02, 04, 05, 16",5,5,143,574,40,tgl. 01 Januari,1,0,0,0,0,574,7,0,0
Jakarta Utara,CILINCING,SEMPER TIMUR,"RW 02, 03, 10, 11",4,6,30,120,80,tgl. 01 Januari,1,0,0,0,0,120,4,0,0
Jakarta Utara,CILINCING,SUKA PURA,"RW 02, 03, 04, 05, 06, 07, 09, 10, 12",9,9,70,278,80,tgl. 01 Januari,1,0,0,0,0,278,2,0,0
Jakarta Utara,KELAPA GADING,KELAPA GADING BARAT,"RW 02, 03, 06, 11, 12",5,5,0,0,20,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Utara,KELAPA GADING,KELAPA GADING TIMUR,"RW 15, 16",2,2,25,100,20,tgl. 01 Januari,1,0,0,0,0,100,2,0,0
Jakarta Utara,KELAPA GADING,PEGANGSAAN DUA,"RW 02, 03, 04, 08, 09, 10, 11",7,7,52,210,40,tgl. 01 Januari,1,0,0,0,0,210,3,0,0
Jakarta Utara,KOJA,TUGU SELATAN,RW. 04,1,1,0,0,35,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,KAPUK MUARA,"RW. 01, 02, 03, 04, 05, 09",6,6,0,0,30,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,PEJAGALAN,"RW 08, 09, 10, 12, 13, 14, 15",7,7,292,1168,80,tgl. 01 Januari,1,0,0,0,0,1168,10,0,0
Jakarta Utara,PENJARINGAN,PENJARINGAN,RW 17,1,1,0,0,40,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,PLUIT,"RW 01, 11, 22",3,3,0,0,43,"tgl. 24, 27, 28, 30, 31  Januari",5,0,0,0,0,0,0,0,0
Jakarta Utara,PADEMANGAN,ANCOL,"RW 02, 05, 08, 10",4,4,0,0,20,tgl. 24 Januari,1,0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,CENGKARENG BARAT,"RW 01, 03, 05, 06, 07, 09, 10, 11, 14",9,9,550,2220,50,"tgl. 01, 24 Januari",2,0,0,0,0,2220,20,0,0
Jakarta Barat,CENGKARENG,CENGKARENG TIMUR,"RW 02, 03, 04, 05, 06, 12, 13, 14, 16",9,9,90,362,40,tgl. 01 Januari,1,1,0,0,0,362,6,0,0
Jakarta Barat,CENGKARENG,DURI KOSAMBI,"RW 01, 02, 03, 04, 05, 06, 07,08, 09, 10, 11, 12, 13, 14, 15",15,15,307,1230,110,tgl. 01 Januari,1,1,0,0,0,1230,8,0,0
Jakarta Barat,CENGKARENG,KAPUK,"RW 02, 03, 04, 05, 06, 07, 08, 09, 10, 12, 13, 15 ,16",13,13,1115,4461,50,"tgl. 01, 24 Januari",2,1,0,0,0,4461,9,0,0
Jakarta Barat,CENGKARENG,KEDAUNG KALI ANGKE,"RW 01, 02, 03, 04, 05, 06, 07, 08",8,8,701,2804,50,tgl. 01 Januari,1,0,0,0,0,2804,31,0,0
Jakarta Barat,CENGKARENG,RAWA BUAYA,"RW 01, 02, 03, 04, 11, 12",6,6,533,2133,59,tgl. 01 Januari,1,0,0,0,0,2133,7,0,0
Jakarta Barat,GROGOL PETAMBURAN,JELAMBAR BARU,"RW 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13",13,13,15,60,59,tgl. 01 Januari,1,0,0,0,0,60,1,0,0
Jakarta Barat,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,"RW 01, 02, 04, 05, 07",5,5,21,85,80,tgl. 01 Januari,1,0,0,0,0,85,3,0,0
Jakarta Barat,GROGOL PETAMBURAN,TOMANG,RW 14,1,1,6,24,50,tgl. 01 Januari,1,0,0,0,0,24,1,0,0
Jakarta Barat,GROGOL PETAMBURAN,WIJAYA KUSUMA,"RW 01, 02, 03, 04, 05, 07, 08, 09",8,8,52,208,50,tgl. 01 Januari,1,0,0,0,0,208,3,0,0
Jakarta Barat,KALIDERES,KALIDERES,"RW 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, 16, 17",12,12,37,147,50,tgl. 01 Januari,1,0,0,0,0,147,1,0,0
Jakarta Barat,KALIDERES,KAMAL,"RW 01, 02, 03, 04, 07, 08, 09",7,7,0,0,40,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,PEGADUNGAN,"RW 01, 03, 04, 06, 11",5,5,0,0,40,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,SEMANAN,"RW 01, 03, 04, 07, 10",5,5,528,2112,115,tgl. 01 Januari,1,1,0,0,0,2112,18,0,0
Jakarta Barat,KALIDERES,TEGAL ALUR,"RW 03, 04, 11, 12, 15",5,5,302,1208,90,tgl. 01 Januari,1,0,0,0,0,1208,10,0,0
Jakarta Barat,KEBON JERUK,DURI KEPA,"'RW 02, 03, 04, 05, 09, 13, 14",7,7,60,130,50,tgl. 01 Januari,1,0,0,0,0,130,4,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,"RW 01, 04, 05",3,3,9,36,63,"tgl. 01, 27 Januari",2,0,0,0,0,36,1,0,0
Jakarta Barat,KEBON JERUK,KEDOYA UTARA,"RW 02, 04, 05",3,3,309,1238,65,tgl. 01 Januari,1,0,0,0,0,1238,15,0,0
Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,"RW 01, 03, 04, 07, 08, 10, 11",7,7,0,0,65,"tgl. 01, 18 Januari",2,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,SUKABUMI SELATAN,"RW 01, 02, 04, 08",4,7,0,0,65,tgl. 18 Januari,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KELAPA DUA,RW 04,1,1,0,0,60,tgl. 18 Januari,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,JOGLO,"RW 02, 06",2,2,0,0,90,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,"RW 01, 02, 03, 04, 05, 06, 08, 09",8,8,177,710,90,"tgl. 01, 27 Januari",2,0,0,0,0,710,6,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,"RW 01, 02, 03, 04, 05, 06, 08, 10, 11",9,9,240,961,60,"tgl. 01, 18 Januari",2,0,0,0,0,961,7,0,0
Jakarta Barat,KEMBANGAN,MERUYA SELATAN,RW 07,1,1,0,0,80,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,MERUYA UTARA,"RW 05, 06",2,2,0,0,50,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,SRENGSENG,"RW 05, 07",2,2,4,15,110,tgl. 01 Januari,1,0,0,0,0,15,1,0,0
Jakarta Barat,PALMERAH,JATI PULO,"RW 01, 02, 03, 05, 09",5,5,0,0,20,"tgl. 01, 18 Januari",2,0,0,0,0,0,0,0,0
Jakarta Barat,PALMERAH,KEMANGGISAN,"RW  02, 03, 04, 05, 06, 08",6,6,0,0,90,"tgl. 01, 18 Januari",2,0,0,0,0,0,0,0,0
Jakarta Barat,PALMERAH,KOTA BAMBU SELATAN,RW 01,1,1,0,0,90,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Barat,PALMERAH,KOTA BAMBU UTARA,"RW 02, 03, 04, 08, 09",5,5,0,0,40,"tgl. 01, 18 Januari",2,0,0,0,0,0,0,0,0
Jakarta Barat,PALMERAH,PALMERAH,"RW 03, 12, 13, 15",4,4,0,0,40,"tgl. 01, 18 Januari",2,1,0,0,0,0,0,0,0
Jakarta Barat,PALMERAH,SLIPI,"RW 03, 04, 05",3,3,0,0,40,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Selatan,CILANDAK,CILANDAK BARAT,"RW 02, 12",2,2,75,300,125,tgl. 01 Januari,1,0,0,0,0,300,2,0,0
Jakarta Selatan,CILANDAK,CIPETE SELATAN,RW 07,1,1,16,65,20,tgl. 01 Januari,1,0,0,0,0,65,2,0,0
Jakarta Selatan,CILANDAK,LEBAK BULUS,"RW 04, 08",2,2,23,91,50,"tgl. 01, 24, 26  Januari",3,0,0,0,0,91,1,0,0
Jakarta Selatan,CILANDAK,PONDOK LABU,"RW 01, 02, 03, 07, 09, 10",6,6,33,134,50,"tgl. 01, 26 Januari",2,0,0,0,0,134,5,0,0
Jakarta Selatan,JAGAKARSA,JAGAKARSA,"RW 02, 04",2,2,87,235,50,tgl. 01 Januari,1,0,0,0,0,235,1,0,0
Jakarta Selatan,JAGAKARSA,TANJUNG BARAT,"RW 01, 04, 05",3,3,0,0,50,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Selatan,JAGAKARSA,CIGANJUR,"RW. 01,05,06",3,5,37,150,65,tgl. 01 Januari,1,0,0,0,0,150,3,0,0
Jakarta Selatan,JAGAKARSA,SRENGSENG SAWAH,RW.08,1,1,91,372,20,tgl. 01 Januari,1,0,0,0,0,372,8,0,0
Jakarta Selatan,JAGAKARSA,LENTENG AGUNG,"RW. 01,02,03,07",4,4,122,507,20,tgl. 01 Januari,1,0,0,0,0,507,4,0,0
Jakarta Selatan,JAGAKARSA,CIPEDAK,RW.01,1,1,43,175,20,tgl. 01 Januari,1,0,0,0,0,175,1,0,0
Jakarta Selatan,KEBAYORAN BARU,GUNUNG,"RW 01, 06",2,2,10,40,110,tgl. 01 Januari,1,0,0,0,0,40,1,0,0
Jakarta Selatan,KEBAYORAN BARU,KRAMAT PELA,"RW 02, 09, 10",3,22,13,52,110,"tgl. 01, 18 Januari",2,0,0,0,0,52,1,0,0
Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,"RW 01, 02, 03",3,3,0,0,110,"tgl. 01, 18 Januari",2,0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN BARU,PULO,"RW 03, 07",2,2,4,16,90,tgl. 01 Januari,1,0,0,0,0,16,1,0,0
Jakarta Selatan,KEBAYORAN BARU,RAWA BARAT,RW 05,1,1,24,99,110,tgl. 01 Januari,1,0,0,0,0,99,1,0,0
Jakarta Selatan,KEBAYORAN BARU,CIPETE UTARA,"RW.01,02,03,04,06,07,09,13",8,8,57,231,40,tgl. 01 Januari,1,0,0,0,0,231,3,0,0
Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,"RW 05, 06, 07, 08, 09, 10",6,6,170,675,90,tgl. 01 Januari,1,0,0,0,0,675,5,0,0
Jakarta Selatan,KEBAYORAN LAMA,GROGOL SELATAN,"RW 05, 06",2,2,62,250,50,"tgl. 01, 18 Januari",2,0,0,0,0,250,1,0,0
Jakarta Selatan,KEBAYORAN LAMA,GROGOL UTARA,"RW. 04, 05, 14",3,13,0,0,40,"tgl. 01, 18 Januari",2,0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,RW 10,1,1,24,55,110,tgl. 01 Januari,1,0,0,0,0,55,2,0,0
Jakarta Selatan,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,RW 11,1,1,175,700,50,tgl. 01 Januari,1,0,0,0,0,700,1,0,0
Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,"RW 05, 08",2,2,240,962,90,tgl. 01 Januari,1,0,0,0,0,962,3,0,0
Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"RW 01, 02, 03, 04",4,4,260,1041,90,tgl. 01 Januari,1,0,0,0,0,1041,5,0,0
Jakarta Selatan,MAMPANG PRAPATAN,KUNINGAN BARAT,"RW 01, 02, 03, 04, 05",5,5,50,816,110,tgl. 01 Januari,1,0,0,0,0,816,8,0,0
Jakarta Selatan,MAMPANG PRAPATAN,MAMPANG PRAPATAN,"RW 04, 06",2,2,200,797,90,tgl. 01 Januari,1,0,0,0,0,797,4,0,0
Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,"RW 04, 06, 09, 11",4,4,274,1099,80,tgl. 01 Januari,1,0,0,0,0,1099,5,0,0
Jakarta Selatan,MAMPANG PRAPATAN,TEGAL PARANG,"RW 03, 04, 05, 06, 07",5,5,264,1058,80,tgl. 01 Januari,1,0,0,0,0,1058,6,0,0
Jakarta Selatan,PANCORAN,CIKOKO,RW 01,1,1,36,147,110,tgl. 01 Januari,1,0,0,0,0,147,1,0,0
Jakarta Selatan,PANCORAN,KALIBATA,"RW 01, 04, 05, 06, 08, 09, 10",7,7,885,3615,115,tgl. 01 Januari,1,0,0,0,0,3615,3,0,0
Jakarta Selatan,PANCORAN,PANCORAN,"RW 03, 04",2,2,83,335,20,tgl. 01 Januari,1,0,0,0,0,335,4,0,0
Jakarta Selatan,PANCORAN,PENGADEGAN,"RW 01, 02",2,2,385,1540,135,"tgl. 01, 09 Januari ",2,0,0,0,0,1540,5,0,0
Jakarta Selatan,PANCORAN,RAWAJATI,"RW 03, 07",2,2,101,405,40,"tgl. 01, 09, 18 Januari ",3,0,0,0,0,405,5,0,0
Jakarta Selatan,PANCORAN,DUREN TIGA,"RW 01,02,05",3,3,86,345,20,"tgl. 01, 18 Januari",2,0,0,0,0,345,2,0,0
Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,"RW 01, 03",2,2,110,440,123,tgl. 01 Januari,1,0,0,0,0,440,5,0,0
Jakarta Selatan,PASAR MINGGU,JATI PADANG,"RW 01, 02, 03, 04, 05, 06, 07, 08, 09, 010",10,38,198,781,50,tgl. 01 Januari,1,0,0,0,0,781,9,0,0
Jakarta Selatan,PASAR MINGGU,KEBAGUSAN,"RW 01, 02, 03, 04, 05, 06, 07",7,7,46,185,115,tgl. 01 Januari,1,0,0,0,0,185,5,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"RW 05, 06, 07, 08",4,4,0,0,115,"tgl. 01, 09 Januari ",2,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW 08,1,1,0,0,70,tgl. 24 Januari,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PESANGGRAHAN,BINTARO,"RW 04, 05, 12",3,3,149,596,221,"tgl. 01, 27 Januari",2,0,0,0,0,150,2,0,0
Jakarta Selatan,PESANGGRAHAN,PETUKANGAN UTARA,RW 04,1,1,38,150,221,"tgl. 01, 27 Januari",2,0,0,0,0,240,2,0,0
Jakarta Selatan,PESANGGRAHAN,ULUJAMI,"RW 01, 02, 05, 07, 08",5,5,80,321,221,"tgl. 01, 18 Januari",2,0,0,0,0,321,9,0,0
Jakarta Selatan,PESANGGRAHAN,PETUKANGAN SELATAN,RW 06,1,1,0,0,70,tgl 18 Januari,1,0,0,0,0,0,0,0,0
Jakarta Selatan,SETIABUDI,GUNTUR,RW 06,1,1,6,25,50,tgl. 01 Januari,1,0,0,0,0,25,2,0,0
Jakarta Selatan,SETIABUDI,KARET SEMANGGI,"RW 02, 03,04,08",4,4,82,325,110,tgl. 01 Januari,1,0,0,0,0,325,1,0,0
Jakarta Selatan,SETIABUDI,KUNINGAN TIMUR,RW.05,1,1,67,269,50,tgl. 01 Januari,1,0,0,0,0,269,2,0,0
Jakarta Selatan,TEBET,MANGGARAI,"RW 01, 02, 04, 05, 10, 11",6,6,67,256,90,tgl. 01 Januari,1,0,0,0,0,256,5,0,0
Jakarta Selatan,TEBET,MANGGARAI SELATAN,RW 02,1,1,0,0,110,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Selatan,TEBET,BUKIT DURI,"RW 04, 10, 11, 12",4,4,71,228,135,"tgl. 01, 24 Januari",2,1,0,0,0,228,1,0,0
Jakarta Selatan,TEBET,KEBON BARU,"RW 01, 02, 04, 08, 09, 10",6,6,437,1750,65,tgl. 01 Januari,1,0,0,0,0,1750,6,0,0
Jakarta Timur,CAKUNG,CAKUNG BARAT,"RW 01, 03, 06, 07, 08",5,7,212,850,90,tgl. 01 Januari,1,0,0,0,0,850,3,0,0
Jakarta Timur,CAKUNG,CAKUNG TIMUR,"RW 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",12,12,160,658,40,tgl. 02 Januari,1,0,0,0,0,658,0,0,0
Jakarta Timur,CAKUNG,PENGGILINGAN,"RW 04, 06, 07",3,3,0,0,20,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,CAKUNG,RAWA TERATE,"RW 04, 05",2,3,48,195,110,"tgl. 01 , 23, 24 Januari",3,0,0,0,0,195,0,0,0
Jakarta Timur,CAKUNG,UJUNG MENTENG,RW 01,1,3,23,70,50,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,CAKUNG,JATINEGARA,"RW. 02,03,05,06,07,09,010,12,13,14",10,10,38,150,20,tgl. 01 Januari,1,0,0,0,0,150,0,0,0
Jakarta Timur,CIPAYUNG,BAMBU APUS,"RW 01, 02, 03, 05",4,9,12,48,90,tgl. 01 Januari,1,0,0,0,0,48,2,0,0
Jakarta Timur,CIPAYUNG,CEGER,"RW 01,02,05",3,3,20,80,50,tgl. 01 Januari,1,0,0,0,0,80,1,0,0
Jakarta Timur,CIPAYUNG,CIPAYUNG,"RW 03, 04, 06, 07",4,7,64,190,90,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,CIPAYUNG,LUBANG BUAYA,"RW 03, 12",2,5,0,0,110,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,CIPAYUNG,SETU,"RW 01, 02, 03, 04, 05",5,10,25,47,110,tgl. 01 Januari,1,0,0,0,0,47,1,0,0
Jakarta Timur,CIRACAS,CIBUBUR,"RW 03, 12, 14",3,3,5,20,40,"tgl. 01, 26 Januari",2,0,0,0,0,0,0,0,0
Jakarta Timur,CIRACAS,KELAPA DUA WETAN,"RW 01, 02, 08, 09, 10, 11",6,10,105,335,63,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,CIRACAS,RAMBUTAN,"RW 02, 03, 04, 05",4,4,15,65,115,tgl. 01 Januari,1,0,0,0,0,65,0,0,0
Jakarta Timur,CIRACAS,SUSUKAN,RW.05,1,7,467,1868,45,tgl. 01 Januari  05 Januari,2,0,0,0,0,60,2,0,0
Jakarta Timur,DUREN SAWIT,KLENDER,"RW 01, 02, 03, 04, 07, 09, 10, 11, 15, 16",10,32,118,470,80,tgl. 01 Januari,1,0,0,0,0,470,3,0,0
Jakarta Timur,DUREN SAWIT,MALAKA JAYA,RW 01,1,1,55,220,110,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW 07,1,1,69,274,90,tgl. 01 Januari,1,1,0,0,0,274,3,0,0
Jakarta Timur,DUREN SAWIT,PONDOK KELAPA,"RW 05, 06, 08, 09, 10",5,16,116,465,120,tgl. 01 Januari,1,0,0,0,0,465,7,0,0
Jakarta Timur,DUREN SAWIT,PONDOK KOPI,"RW 03, 04",2,3,90,220,20,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,BIDARA CINA,"RW 03, 04, 05, 06, 07, 11, 12, 14, 15, 16",10,36,1124,3577,115,"tgl. 01, 09 Januari",2,0,0,0,0,1579,10,0,0
Jakarta Timur,JATINEGARA,CIPINANG BESAR SELATAN,"RW 01, 02",2,10,50,279,110,tgl. 01 Januari,1,0,0,0,0,308,3,0,0
Jakarta Timur,JATINEGARA,CIPINANG MUARA,"RW 02, 04, 11, 12, 13, 15, 16",7,16,536,932,80,tgl. 01 Januari,1,0,0,0,0,550,2,0,0
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"RW 01, 02, 03, 04, 05, 06, 07, 08",8,30,802,2556,180,"tgl. 01, 09, 18 Januari",3,0,0,0,0,1778,8,0,0
Jakarta Timur,JATINEGARA,RAWA BUNGA,"RW 04, 05, 06",3,29,1140,4560,50,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,BALE KAMBANG,"RW 01, 04, 05",3,7,57,177,90,tgl. 01 Januari,1,0,0,0,0,212,3,0,0
Jakarta Timur,KRAMAT JATI,BATU AMPAR,"RW 01, 02, 04, 05, 06, 07",6,15,6,24,90,tgl. 01 Januari,1,1,0,0,0,130,3,0,0
Jakarta Timur,KRAMAT JATI,CAWANG,"RW 01, 02, 03, 05, 08, 12",6,6,375,1500,135,"tgl. 01, 18 Januari",2,0,0,0,0,2001,9,0,0
Jakarta Timur,KRAMAT JATI,CILILITAN,"RW 05, 06, 07, 15, 16",5,5,15,58,135,tgl. 01 Januari,1,0,0,0,0,58,1,0,0
Jakarta Timur,KRAMAT JATI,DUKUH,"RW 01, 02, 03, 04, 05, 06",6,26,325,1119,90,"tgl. 01, 26 Januari",2,0,0,0,0,566,8,0,0
Jakarta Timur,KRAMAT JATI,TENGAH,"RW 01, 02, 03, 04, 05, 06, 07, 08, 09, 10",10,10,0,0,80,tgl. 02 & 18 Januari,2,0,0,0,0,2015,0,0,0
Jakarta Timur,KRAMAT JATI,KRAMAT JATI,"RW 02, 03, 05, 08, 11",5,5,87,346,90,"tgl. 01, 09 Januari",2,0,0,0,0,1839,5,0,0
Jakarta Timur,MAKASAR,CIPINANG MELAYU,"RW 02, 03, 04, 05, 06, 08, 10,11, 12,13",10,14,745,2806,115,"tgl. 01, 18, 20, 24  Januari",4,2,0,0,0,2738,6,0,0
Jakarta Timur,MAKASAR,HALIM PERDANA KUSUMA,RW 05,1,2,75,300,110,tgl. 01 Januari,1,0,0,0,0,1943,5,0,0
Jakarta Timur,MAKASAR,KEBON PALA,"RW 01, 04, 06, 09, 10, 11",6,22,53,209,50,tgl. 01 Januari,1,0,0,0,0,279,3,0,0
Jakarta Timur,MAKASAR,MAKASAR,"RW 03, 05, 06, 07",4,11,556,2220,90,"tgl. 01, 18  Januari",2,0,0,0,0,1350,11,0,0
Jakarta Timur,MAKASAR,PINANG RANTI,"RW 01, 04, 05",3,4,31,120,50,tgl. 01 Januari,1,0,0,0,0,227,5,0,0
Jakarta Timur,MATRAMAN,KEBON MANGGIS,"RW 03, 04",2,9,309,949,110,tgl. 01 Januari,1,0,0,0,0,537,7,0,0
Jakarta Timur,MATRAMAN,PISANGAN BARU,"RW 12, 14",2,2,300,1200,50,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,MATRAMAN,UTAN KAYU SELATAN,"RW 01, 03, 05, 07, 12",5,5,0,0,50,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,PASAR REBO,CIJANTUNG,"RW 01, 07, 19",3,3,103,207,50,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,PASAR REBO,PEKAYON,"RW 02, 08  ",2,2,0,0,20,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,PASAR REBO,GEDONG,"RW. 01, 03, 11",3,3,25,100,125,tgl. 01 Januari,1,0,0,0,0,100,1,0,0
Jakarta Timur,PULOGADUNG,CIPINANG,"RW 01, 07, 12, 13, 14, 15, 16",7,29,1099,2700,50,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,PULOGADUNG,JATI,RW 08,1,2,21,84,50,tgl. 01 Januari,1,0,0,0,0,0,0,0,0
Jakarta Timur,PULOGADUNG,KAYU PUTIH,"RW 11, 12, 13, 14, 15, 16",6,6,577,2310,110,tgl. 01 Januari,1,0,0,0,0,2310,4,0,0
Jakarta Barat,TAMAN SARI,PINANGSIA,RW  07,1,1,0,0,20,"tgl. 02, Juli",1,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,SRENGSENG,"RW 01, 05, 08",3,4,0,0,40,"tgl. 14, Juli",1,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,PLUIT,"RW 01, 02, 011, 016, 021, 022",6,26,30,120,65,"tgl. 03, 04, 05, 06, 07, 09, 16 JUNI",7,0,0,0,0,120,2,0,0
Jakarta Utara,PENJARINGAN,PENJARINGAN,RW 017,1,1,0,0,35,"tgl. 04, 06 JUNI",2,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,PEJAGALAN,"RW 07, 015, 016",3,8,0,0,32,"tgl. 04, 05, 07 JUNI",3,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,KAPUK MUARA,RW 01,1,3,0,0,7,"tgl. 04, 07 JUNI",2,0,0,0,0,0,0,0,0
Jakarta Utara,CILINCING,MARUNDA,"RW 01, 02, 07",3,5,0,0,25,"tgl. 03, 04, 05 JUNI",2,0,0,0,0,0,0,0,0
Jakarta Utara,PADEMANGAN,ANCOL,RW 08,1,1,50,200,80,"tgl. 04, 05 JUNI",2,0,0,0,0,200,5,0,0
